,Seed,Search pattern,Search radius,Max_current,Upper current,Profile,Zwemvaardgheid,Windrichting,Windsnelheid,Uitruktijd,Stamina begin,Overgebleven conditie,Vind tijd,Locatie begin,Locatie eind,Gevonden,Actieduur
279,20000028,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,4017,-1,894,"(30, 5)","(33, 3)",False,Niet gevonden
280,14000029,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,8,15,3813,1361,1181,"(43, 10)","(77, 14)",True,281.00
281,15000029,Parallel Sweep,100,2.0,0.77,2,GOED,OOST,10,15,2505,0,836,"(25, 14)","(54, 16)",False,Niet gevonden
282,16000029,Parallel Sweep,100,2.0,0.41,1,GOED,OOST,8,15,4203,3032,1171,"(31, 7)","(49, 11)",True,271.00
283,17000029,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,8,15,4376,437,1240,"(20, 9)","(51, 11)",True,340.00
284,18000029,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,10,15,3803,61,1237,"(21, 12)","(55, 17)",True,337.00
285,19000029,Parallel Sweep,100,2.0,0.41,2,SLECHT,OOST,10,15,5140,-2,1144,"(36, 7)","(51, 10)",False,Niet gevonden
286,20000029,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,10,15,4139,0,921,"(33, 8)","(66, 10)",False,Niet gevonden
287,20000029,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,10,15,4139,0,921,"(33, 8)","(66, 10)",False,Niet gevonden
288,20000029,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,4139,0,921,"(33, 8)","(70, 6)",False,Niet gevonden
289,20000029,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,4139,0,921,"(33, 8)","(70, 6)",False,Niet gevonden
290,14000030,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,8,15,2469,418,1228,"(22, 8)","(56, 12)",True,328.00
291,15000030,Parallel Sweep,100,2.0,0.77,2,GOED,OOST,10,15,2762,-1,922,"(29, 9)","(61, 11)",False,Niet gevonden
292,16000030,Parallel Sweep,100,2.0,0.41,1,GOED,OOST,8,15,4471,3298,1173,"(30, 9)","(48, 13)",True,273.00
293,17000030,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,8,15,2970,0,991,"(26, 14)","(58, 15)",False,Niet gevonden
294,18000030,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,10,15,3926,183,1217,"(29, 11)","(63, 17)",True,317.00
295,19000030,Parallel Sweep,100,2.0,0.41,2,SLECHT,OOST,10,15,2503,-2,558,"(37, 12)","(47, 12)",False,Niet gevonden
296,20000030,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,10,15,4247,0,945,"(25, 11)","(57, 13)",False,Niet gevonden
297,20000030,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,10,15,4247,0,945,"(25, 11)","(57, 13)",False,Niet gevonden
298,20000030,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,4247,0,945,"(25, 11)","(61, 8)",False,Niet gevonden
299,20000030,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,4247,0,945,"(25, 11)","(61, 8)",False,Niet gevonden
300,14000031,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,8,15,2726,355,1462,"(17, 13)","(51, 19)",True,562.00
301,15000031,Parallel Sweep,100,2.0,0.77,2,GOED,OOST,10,15,4238,674,1188,"(42, 10)","(74, 14)",True,288.00
302,16000031,Parallel Sweep,100,2.0,0.41,1,GOED,OOST,8,15,2806,1637,1169,"(34, 12)","(52, 16)",True,269.00
303,17000031,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,8,15,5381,1103,1242,"(20, 12)","(52, 15)",True,342.00
304,18000031,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,10,15,2883,0,962,"(23, 10)","(57, 15)",False,Niet gevonden
305,19000031,Parallel Sweep,100,2.0,0.41,2,SLECHT,OOST,10,15,4453,-1,991,"(20, 13)","(36, 15)",False,Niet gevonden
306,20000031,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,10,15,5202,0,1157,"(40, 13)","(72, 16)",False,Niet gevonden
307,20000031,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,10,15,5202,0,1157,"(40, 13)","(72, 16)",False,Niet gevonden
308,20000031,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,5202,0,1157,"(40, 13)","(77, 10)",False,Niet gevonden
309,20000031,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,5202,0,1157,"(40, 13)","(77, 10)",False,Niet gevonden
310,14000032,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,8,15,4846,2044,1186,"(42, 11)","(76, 15)",True,286.00
311,15000032,Parallel Sweep,100,2.0,0.77,2,GOED,OOST,10,15,3933,951,994,"(15, 5)","(47, 7)",True,94.00
312,16000032,Parallel Sweep,100,2.0,0.41,1,GOED,OOST,8,15,4491,3344,1147,"(41, 9)","(59, 13)",True,247.00
313,17000032,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,8,15,5052,944,1212,"(33, 14)","(64, 15)",True,312.00
314,18000032,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,10,15,2893,-1,966,"(19, 7)","(53, 11)",False,Niet gevonden
315,19000032,Parallel Sweep,100,2.0,0.41,2,SLECHT,OOST,10,15,4245,-2,945,"(19, 12)","(35, 14)",False,Niet gevonden
316,20000032,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,10,15,5086,-2,1132,"(19, 13)","(51, 16)",False,Niet gevonden
317,20000032,Parallel Sweep,100,2.0,0.77,2,SLECHT,OOST,10,15,5086,-2,1132,"(19, 13)","(51, 16)",False,Niet gevonden
318,20000032,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,5086,-2,1132,"(19, 13)","(57, 10)",False,Niet gevonden
319,20000032,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,5086,-2,1132,"(19, 13)","(57, 10)",False,Niet gevonden
320,14000033,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,8,15,2806,393,1477,"(24, 13)","(58, 19)",True,577.00
