Kolom1	Seed	Label	Search pattern	Search radius	Max_current	Upper current	Profile	Zwemvaardgheid	Windrichting	Windsnelheid	Uitruktijd	Stamina begin	Overgebleven conditie	Vind tijd	Locatie begin	Locatie eind	Gevonden	Actieduur			scenario	sec	min	scec		aandeel	
2057	10188	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3689	2541	574	(21, 14)	(27, 17)	True	274									
2068	10189	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2649	1609	520	(41, 11)	(47, 13)	True	220									
2079	10190	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3557	2503	527	(39, 8)	(45, 10)	True	227									
2090	10191	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5184	4052	566	(23, 13)	(29, 15)	True	266									
2101	10192	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5055	3917	569	(21, 12)	(27, 14)	True	269									
2112	10193	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3280	2602	339	(17, 6)	(23, 7)	True	39									
2123	10194	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5229	4097	566	(21, 9)	(27, 12)	True	266									
2134	10195	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3967	2857	555	(28, 11)	(33, 13)	True	255									
2145	10196	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3336	2230	553	(28, 13)	(34, 15)	True	253									
2156	10197	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2892	2212	340	(18, 7)	(24, 8)	True	40									
2167	10198	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4039	2975	532	(38, 12)	(44, 15)	True	232									
2178	10199	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3955	2865	545	(30, 11)	(36, 13)	True	245									
2189	10200	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2995	1947	524	(39, 10)	(45, 12)	True	224									
2200	10201	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3181	2451	365	(28, 6)	(34, 7)	True	65									
2211	10202	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3924	2830	547	(29, 11)	(35, 13)	True	247									
2222	10203	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4020	3352	334	(15, 6)	(21, 7)	True	34									
2233	10204	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2673	1645	514	(44, 12)	(50, 14)	True	214									
2244	10205	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4961	3893	534	(37, 13)	(43, 15)	True	234									
2255	10206	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5362	4676	343	(18, 6)	(24, 7)	True	43									
2266	10207	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2714	1666	524	(39, 11)	(45, 13)	True	224									
2277	10208	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4930	3806	562	(23, 11)	(29, 13)	True	262									
2288	10209	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4563	3423	570	(20, 12)	(26, 14)	True	270									
2299	10210	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2979	2293	343	(19, 7)	(25, 8)	True	43									
2310	10211	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3511	2435	538	(33, 11)	(39, 13)	True	238									
2321	10212	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4065	3011	527	(39, 10)	(45, 12)	True	227									
2332	10213	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2564	1382	591	(25, 8)	(31, 10)	True	291									
2343	10214	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2760	1690	535	(36, 12)	(42, 14)	True	235									
2354	10215	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2753	1691	531	(36, 11)	(42, 13)	True	231									
2365	10216	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4275	3209	533	(36, 9)	(42, 11)	True	233									
2376	10217	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4891	4091	400	(41, 7)	(47, 8)	True	100									
2387	10218	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2881	1783	549	(28, 10)	(34, 12)	True	249									
2398	10219	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3557	2763	397	(41, 7)	(46, 9)	True	97									
2409	10220	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3208	2160	524	(40, 8)	(46, 10)	True	224									
2420	10221	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3709	3009	350	(21, 5)	(27, 6)	True	50									
2431	10222	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3505	2439	533	(37, 13)	(43, 15)	True	233									
2442	10223	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3438	2662	388	(36, 7)	(42, 8)	True	88									
2453	10224	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2754	2036	359	(24, 6)	(30, 7)	True	59									
2464	10225	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5107	4439	334	(15, 6)	(21, 7)	True	34									
2475	10226	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5152	4060	546	(31, 10)	(37, 12)	True	246									
2486	10227	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3522	2362	580	(15, 11)	(21, 13)	True	280									
2497	10228	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3872	2784	544	(39, 13)	(45, 15)	True	244									
2508	10229	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5159	4431	364	(25, 7)	(31, 8)	True	64									
2519	10230	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5045	4007	519	(44, 14)	(50, 16)	True	219									
2530	10231	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2674	1564	555	(28, 13)	(34, 15)	True	255									
2541	10232	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2513	1389	562	(24, 9)	(30, 11)	True	262									
2552	10233	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5231	4179	526	(38, 10)	(44, 12)	True	226									
2563	10234	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3638	2558	540	(32, 11)	(38, 13)	True	240									
2574	10235	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3723	3001	361	(25, 7)	(31, 8)	True	61									
2585	10236	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2429	1763	333	(16, 5)	(22, 6)	True	33									
2596	10237	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3713	2983	365	(28, 7)	(34, 8)	True	65									
2607	10238	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3434	2696	369	(31, 5)	(37, 6)	True	69									
2618	10239	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2423	1285	569	(21, 8)	(27, 10)	True	269									
2629	10240	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2708	1556	576	(18, 8)	(24, 10)	True	276									
2640	10241	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3727	3005	361	(26, 5)	(32, 6)	True	61									
2651	10242	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2887	1761	563	(24, 13)	(30, 15)	True	263									
2662	10243	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4809	3699	555	(28, 14)	(34, 16)	True	255									
2673	10244	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4585	3425	580	(17, 8)	(23, 10)	True	280									
2684	10245	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2526	1420	553	(29, 14)	(35, 16)	True	253									
2695	10246	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4363	3585	389	(39, 5)	(45, 6)	True	89									
2706	10247	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2688	1630	529	(41, 13)	(47, 15)	True	229									
2717	10248	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4704	3638	533	(36, 11)	(41, 13)	True	233									
2728	10249	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4772	4064	354	(25, 5)	(31, 6)	True	54									
2739	10250	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2933	1803	565	(24, 8)	(29, 10)	True	265									
2750	10251	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2697	2021	338	(18, 5)	(24, 6)	True	38									
2761	10252	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5044	4002	521	(42, 9)	(48, 11)	True	221									
2772	10253	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3344	2190	577	(18, 9)	(23, 11)	True	277									
2783	10254	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3230	2146	542	(32, 12)	(38, 14)	True	242									
2794	10255	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3060	1930	565	(22, 12)	(28, 14)	True	265									
2805	10256	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4766	3612	577	(17, 9)	(23, 11)	True	277									
2816	10257	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4048	2922	563	(27, 10)	(33, 12)	True	263									
2827	10258	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3249	2113	568	(22, 9)	(27, 11)	True	268									
2838	10259	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4220	3048	586	(18, 13)	(24, 16)	True	286									
2849	10260	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4371	3289	541	(35, 13)	(41, 15)	True	241									
2860	10261	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3020	1864	578	(18, 10)	(24, 12)	True	278									
2871	10262	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2704	1538	583	(16, 14)	(22, 16)	True	283									
2882	10263	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3542	2442	550	(28, 9)	(34, 11)	True	250									
2893	10264	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3639	2489	575	(20, 14)	(26, 16)	True	275									
2904	10265	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4743	3611	566	(26, 11)	(31, 13)	True	266									
2915	10266	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4486	3790	348	(22, 5)	(28, 6)	True	48									
2926	10267	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3707	3023	342	(16, 7)	(22, 8)	True	42									
2937	10268	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5214	4164	525	(41, 9)	(46, 11)	True	225									
2948	10269	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3931	2805	563	(25, 13)	(31, 15)	True	263									
2959	10270	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4129	3019	555	(26, 11)	(32, 13)	True	255									
2970	10271	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5355	4647	354	(23, 6)	(29, 7)	True	54									
2981	10272	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3807	3069	369	(29, 6)	(35, 7)	True	69									
2992	10273	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4600	3840	380	(33, 6)	(39, 7)	True	80									
3003	10274	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3050	1932	559	(24, 10)	(30, 12)	True	259									
3014	10275	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2802	2128	337	(16, 7)	(22, 8)	True	37									
3025	10276	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4023	3225	399	(41, 7)	(47, 9)	True	99									
3036	10277	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4477	3777	350	(19, 6)	(25, 7)	True	50									
3047	10278	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4690	3656	517	(43, 8)	(49, 10)	True	217									
3058	10279	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4543	3789	377	(34, 5)	(40, 6)	True	77									
3069	10280	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5327	4259	534	(35, 9)	(41, 11)	True	234									
3080	10281	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5299	4635	332	(15, 6)	(21, 7)	True	32									
3091	10282	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4976	4294	341	(18, 5)	(24, 6)	True	41									
3102	10283	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4915	3855	530	(39, 14)	(45, 16)	True	230									
3113	10284	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2593	1563	515	(44, 10)	(50, 12)	True	215									
3124	10285	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3821	2687	567	(23, 8)	(28, 10)	True	267									
3135	10286	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3256	2208	524	(41, 8)	(47, 10)	True	224									
3146	10287	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3769	2673	548	(32, 14)	(38, 16)	True	248									
3157	10288	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5214	4536	339	(18, 5)	(24, 6)	True	39									
3168	10289	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4182	3024	579	(16, 8)	(22, 11)	True	279									
3179	10290	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4629	3505	562	(23, 11)	(29, 13)	True	262									
3190	10291	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2783	1709	537	(35, 9)	(41, 11)	True	237									
3201	10292	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2953	2229	362	(26, 7)	(32, 8)	True	62									
3212	10293	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3006	2218	394	(40, 7)	(46, 8)	True	94									
3223	10294	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3092	1980	556	(25, 11)	(31, 13)	True	256									
3234	10295	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2541	1455	543	(32, 12)	(38, 14)	True	243									
3245	10296	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4501	3433	534	(35, 9)	(41, 11)	True	234									
3256	10297	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2458	1388	535	(34, 11)	(40, 13)	True	235									
3267	10298	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4470	3678	396	(43, 5)	(49, 6)	True	96									
3278	10299	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3632	2492	570	(22, 13)	(27, 15)	True	270									
3289	10300	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2801	1731	535	(35, 12)	(41, 14)	True	235									
3300	10301	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4103	3423	340	(20, 5)	(25, 6)	True	40									
3311	10302	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4827	3667	580	(15, 11)	(21, 13)	True	280									
3322	10303	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4707	3583	562	(24, 8)	(30, 10)	True	262									
3333	10304	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4728	3582	573	(19, 11)	(24, 13)	True	273									
3344	10305	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4945	3817	564	(23, 12)	(28, 14)	True	264									
3355	10306	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4285	3595	345	(20, 5)	(26, 6)	True	45									
3366	10307	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3020	1864	578	(17, 11)	(23, 14)	True	278									
3377	10308	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4041	3281	380	(34, 7)	(40, 8)	True	80									
3388	10309	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3795	2687	554	(26, 11)	(32, 13)	True	254									
3399	10310	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2816	1718	549	(29, 12)	(35, 14)	True	249									
3410	10311	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5171	4037	567	(22, 9)	(28, 11)	True	267									
3421	10312	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2800	1700	550	(29, 9)	(35, 11)	True	250									
3432	10313	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3323	2225	549	(28, 10)	(34, 12)	True	249									
3443	10314	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4345	3287	529	(40, 14)	(45, 16)	True	229									
3454	10315	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3056	1926	565	(25, 13)	(31, 15)	True	265									
3465	10316	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2635	1545	545	(30, 10)	(36, 12)	True	245									
3476	10317	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3357	2251	553	(29, 13)	(35, 15)	True	253									
3487	10318	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3372	2254	559	(27, 14)	(33, 16)	True	259									
3498	10319	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4204	3420	392	(40, 5)	(46, 7)	True	92									
3509	10320	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5001	4257	372	(31, 7)	(37, 8)	True	72									
3520	10321	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5395	4325	535	(38, 11)	(44, 14)	True	235									
3531	10322	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4591	3839	376	(32, 7)	(38, 8)	True	76									
3542	10323	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5391	4269	561	(23, 10)	(29, 12)	True	261									
3553	10324	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2768	1656	556	(27, 8)	(33, 10)	True	256									
3564	10325	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5036	4266	385	(37, 5)	(42, 6)	True	85									
3575	10326	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3607	2495	556	(26, 8)	(32, 10)	True	256									
3586	10327	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3191	2447	372	(31, 7)	(37, 8)	True	72									
3597	10328	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4331	3623	354	(23, 5)	(29, 6)	True	54									
3608	10329	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4612	3512	550	(29, 10)	(35, 12)	True	250									
3619	10330	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4544	3484	530	(39, 8)	(44, 10)	True	230									
3630	10331	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4629	3453	588	(16, 13)	(22, 15)	True	288									
3641	10332	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4418	3752	333	(16, 5)	(22, 6)	True	33									
3652	10333	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3616	2560	528	(38, 9)	(44, 11)	True	228									
3663	10334	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4178	3478	350	(20, 6)	(26, 7)	True	50									
3674	10335	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2903	1743	580	(15, 10)	(21, 12)	True	280									
3685	10336	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2961	1803	579	(16, 9)	(22, 11)	True	279									
3696	10337	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3605	2481	562	(25, 13)	(30, 15)	True	262									
3707	10338	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2859	1801	529	(38, 13)	(44, 15)	True	229									
3718	10339	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4627	3585	521	(41, 12)	(47, 14)	True	221									
3729	10340	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2847	1787	530	(37, 9)	(43, 11)	True	230									
3740	10341	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4892	3842	525	(39, 9)	(45, 11)	True	225									
3751	10342	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2491	1407	542	(31, 11)	(37, 13)	True	242									
3762	10343	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3340	2198	571	(20, 8)	(26, 10)	True	271									
3773	10344	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5367	4285	541	(33, 8)	(39, 10)	True	241									
3784	10345	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4800	3656	572	(19, 9)	(25, 11)	True	272									
3795	10346	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2873	1815	529	(39, 14)	(45, 16)	True	229									
3806	10347	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4666	3588	539	(35, 10)	(40, 12)	True	239									
3817	10348	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4986	3896	545	(30, 11)	(36, 13)	True	245									
3828	10349	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4383	3635	374	(34, 5)	(39, 6)	True	74									
3839	10350	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4659	3593	533	(36, 13)	(42, 15)	True	233									
3850	10351	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3007	1941	533	(35, 10)	(41, 12)	True	233									
3861	10352	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2524	1408	558	(25, 12)	(31, 14)	True	258									
3872	10353	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4435	3369	533	(35, 10)	(41, 12)	True	233									
3883	10354	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3158	2086	536	(36, 14)	(42, 16)	True	236									
3894	10355	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4253	3135	559	(28, 8)	(33, 10)	True	259									
3905	10356	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2558	1412	573	(21, 14)	(26, 16)	True	273									
3916	10357	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3581	2513	534	(37, 14)	(43, 16)	True	234									
3927	10358	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3784	2632	576	(18, 10)	(24, 13)	True	276									
3938	10359	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4470	3404	533	(37, 13)	(43, 15)	True	233									
3949	10360	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3656	2620	518	(43, 10)	(49, 12)	True	218									
3960	10361	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2811	1741	535	(34, 11)	(40, 13)	True	235									
3971	10362	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3565	2401	582	(17, 14)	(22, 16)	True	282									
3982	10363	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2434	1370	532	(38, 14)	(44, 16)	True	232									
3993	10364	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3053	1893	580	(15, 11)	(21, 13)	True	280									
4004	10365	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2797	1711	543	(32, 10)	(38, 12)	True	243									
4015	10366	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2760	1678	541	(33, 11)	(39, 14)	True	241									
4026	10367	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4905	3759	573	(18, 11)	(24, 13)	True	273									
4037	10368	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4609	3477	566	(22, 9)	(27, 12)	True	266									
4048	10369	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3143	2057	543	(32, 8)	(38, 10)	True	243									
4059	10370	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5211	4069	571	(20, 9)	(25, 11)	True	271									
4070	10371	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2554	1466	544	(35, 8)	(41, 10)	True	244									
4081	10372	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3066	1996	535	(34, 10)	(40, 12)	True	235									
4092	10373	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2577	1899	339	(16, 7)	(22, 8)	True	39									
4103	10374	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4257	3557	350	(21, 5)	(27, 6)	True	50									
4114	10375	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4258	3224	517	(44, 14)	(50, 16)	True	217									
4125	10376	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2623	1495	564	(23, 8)	(29, 10)	True	264									
4136	10377	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5113	4425	344	(17, 7)	(23, 8)	True	44									
4147	10378	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3683	2549	567	(21, 12)	(27, 14)	True	267									
4158	10379	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4493	3381	556	(26, 11)	(31, 13)	True	256									
4169	10380	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2661	1601	530	(38, 13)	(44, 15)	True	230									
4180	10381	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	3987	3251	368	(29, 7)	(35, 8)	True	68									
4191	10382	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2516	1364	576	(19, 8)	(24, 10)	True	276									
4202	10383	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	2510	1798	356	(24, 5)	(30, 6)	True	56									
4213	10384	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	4047	3013	517	(43, 13)	(49, 15)	True	217									
4224	10385	Alles 0	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5	5279	4231	524	(40, 9)	(46, 11)	True	224									
