,Seed,Search pattern,Search radius,Max_current,Upper current,Profile,Zwemvaardgheid,Windrichting,Windsnelheid,Uitruktijd,Stamina begin,Overgebleven conditie,Vind tijd,Locatie begin,Locatie eind,Gevonden,Actieduur
165,60011,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,8,15,4238,1625,1200,"(35, 6)","(69, 10)",True,300.00
166,70011,Parallel Sweep,100,2.0,0.77,2,GOED,OOST,10,15,5155,1582,1191,"(41, 11)","(73, 14)",True,291.00
167,80011,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,4922,320,987,"(29, 6)","(47, 3)",True,87.00
168,90011,Parallel Sweep,100,2.0,0.41,1,GOED,OOST,8,15,3267,2106,1161,"(37, 13)","(55, 17)",True,261.00
169,100011,Parallel Sweep,100,2.0,0.41,1,SLECHT,ZUID,8,15,5320,2562,984,"(23, 6)","(45, 5)",True,84.00
170,110011,Parallel Sweep,100,2.0,0.41,2,GOED,ZUID,10,15,2671,-2,892,"(21, 7)","(42, 5)",False,Niet gevonden
171,120011,Parallel Sweep,100,2.0,0.41,2,SLECHT,OOST,10,15,2671,-1,595,"(23, 8)","(34, 9)",False,Niet gevonden
172,130011,Parallel Sweep,100,2.0,0.77,1,GOED,ZUID,10,5,4281,3467,407,"(39, 8)","(52, 7)",True,107.00
173,140011,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,10,5,2648,593,586,"(19, 14)","(30, 16)",True,286.00
174,150011,Parallel Sweep,100,2.0,0.77,2,GOED,OOST,8,5,4721,3549,586,"(20, 12)","(29, 13)",True,286.00
175,160011,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,8,5,3276,1100,542,"(36, 12)","(48, 10)",True,242.00
176,10012,Parallel Sweep,100,2.0,0.41,1,GOED,OOST,10,5,2494,1400,547,"(29, 11)","(35, 13)",True,247.00
177,20012,Parallel Sweep,100,2.0,0.41,1,SLECHT,ZUID,10,5,4816,2080,565,"(21, 10)","(29, 10)",True,265.00
178,30012,Parallel Sweep,100,2.0,0.41,2,GOED,ZUID,8,5,3262,2574,344,"(21, 7)","(27, 6)",True,44.00
179,40012,Parallel Sweep,100,2.0,0.41,2,SLECHT,OOST,8,5,4712,2387,377,"(36, 6)","(41, 6)",True,77.00
180,50012,Parallel Sweep,100,2.0,0.77,2,GOED,ZUID,8,15,2850,768,1041,"(31, 11)","(67, 8)",True,141.00
181,60012,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,8,15,5019,2301,1045,"(35, 5)","(69, 8)",True,145.00
182,70012,Parallel Sweep,100,2.0,0.77,2,GOED,OOST,10,15,3639,0,1214,"(19, 9)","(50, 12)",False,Niet gevonden
183,80012,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,10,15,4840,268,986,"(18, 6)","(46, 4)",True,86.00
184,90012,Parallel Sweep,100,2.0,0.41,1,GOED,OOST,8,15,4245,3035,1210,"(15, 6)","(33, 10)",True,310.00
185,100012,Parallel Sweep,100,2.0,0.41,1,SLECHT,ZUID,8,15,4630,2100,986,"(43, 5)","(46, 4)",True,86.00
186,110012,Parallel Sweep,100,2.0,0.41,2,GOED,ZUID,10,15,3567,522,1015,"(35, 7)","(56, 5)",True,115.00
187,120012,Parallel Sweep,100,2.0,0.41,2,SLECHT,OOST,10,15,3391,-1,755,"(37, 13)","(51, 15)",False,Niet gevonden
188,130012,Parallel Sweep,100,2.0,0.77,1,GOED,ZUID,10,5,4531,3801,365,"(22, 7)","(35, 7)",True,65.00
189,140012,Parallel Sweep,100,2.0,0.77,1,SLECHT,OOST,10,5,4122,2036,356,"(20, 5)","(31, 6)",True,56.00
190,150012,Parallel Sweep,100,2.0,0.77,2,GOED,OOST,8,5,3998,2904,547,"(35, 13)","(45, 14)",True,247.00
191,160012,Parallel Sweep,100,2.0,0.77,2,SLECHT,ZUID,8,5,3350,1559,337,"(20, 5)","(25, 4)",True,37.00
192,10013,Parallel Sweep,100,2.0,0.41,1,GOED,OOST,10,5,2838,1726,556,"(26, 12)","(32, 14)",True,256.00
193,20013,Parallel Sweep,100,2.0,0.41,1,SLECHT,ZUID,10,5,2910,1156,392,"(36, 7)","(44, 7)",True,92.00
194,30013,Parallel Sweep,100,2.0,0.41,2,GOED,ZUID,8,5,3985,2915,535,"(34, 13)","(40, 12)",True,235.00
